author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,house_material_type,year_construction
Виктория Колтунова,realtor,https://shchyolkovo.cian.ru/sale/flat/306446188/,Щёлково,sale,flat,2,17,1,45.0,6800000,, Институтская,2а,Щёлковская,,,
Ольга Терентьева,realtor,https://shchyolkovo.cian.ru/sale/flat/308140046/,Щёлково,sale,flat,5,5,1,30.0,4674999,мкр. Центральный, Комарова,18к1,,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308384948/,Щёлково,sale,flat,10,17,2,66.13,10276568,,Фряновское шоссе,13,Гольяново,Солнечная долина,,
Марина Королева,realtor,https://shchyolkovo.cian.ru/sale/flat/308952959/,Щёлково,sale,flat,4,5,2,43.7,6050000,,Парковая ,11А,Щёлковская,,,
ИНФИНИТИ,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/302686196/,Щёлково,sale,flat,4,5,2,47.3,4700000,, Беляева,21,Щёлковская,,,
ГРАНД,developer,https://shchyolkovo.cian.ru/sale/flat/307648573/,Щёлково,sale,flat,17,17,1,40.97,7374600,,,к6,Щёлковская,Соболевка ЖК,,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/308908957/,Щёлково,sale,flat,5,5,2,45.3,5590000,мкр. Заречный,Полевая ,10,,,,
Оранж,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/307407943/,Щёлково,sale,flat,6,12,1,35.7,4700000,мкр. Щелково-7,проспект 60 лет Октября,1а,,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308384713/,Щёлково,sale,flat,14,17,2,58.24,10752050,, Строителей,14А,Щёлковская,Солнечный Парк,,
ИНКОМ-Недвижимость,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/308908379/,Щёлково,sale,flat,3,10,2,58.6,8370000,,Заречная ,9,Щёлковская,,,
ID 2231914,unknown,https://shchyolkovo.cian.ru/sale/flat/302275762/,Щёлково,sale,flat,2,5,2,45.2,4700000,, Комарова,15,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/307945889/,Щёлково,sale,flat,14,17,1,40.52,7189400,,Полевая ,4Б,Гольяново,Дом на Сиреневой,,
Московия,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/308953127/,Щёлково,sale,flat,7,14,2,65.0,8950000,,Комсомольская ,22,Щёлковская,,,
Виктория Колтунова,realtor,https://shchyolkovo.cian.ru/sale/flat/307933032/,Щёлково,sale,flat,1,5,2,43.2,4790000,, Ленина,16,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308384842/,Щёлково,sale,flat,12,17,2,45.34,8444800,,Центральная ,69,Щёлковская,Солнечный Парк,,
ВРЕМЯ РЕШЕНИЙ,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/300738613/,Щёлково,sale,flat,22,22,2,68.7,12000000,,Заречная ,8к2,Щёлковская,Заречная 4,,
Елена Москалец,realtor,https://shchyolkovo.cian.ru/sale/flat/305884322/,Щёлково,sale,flat,4,5,2,41.7,4750000,мкр. Заречный,Полевая ,12,,,,
ГРАНД,developer,https://shchyolkovo.cian.ru/sale/flat/307648891/,Щёлково,sale,flat,17,17,2,54.59,8079320,,,к7,Железнодорожная,Соболевка ЖК,,
Елена Москалец,realtor,https://shchyolkovo.cian.ru/sale/flat/306326544/,Щёлково,sale,flat,5,20,1,42.8,5000000,, Жегаловская,29,Щёлковская,Новое Жегалово,,
ID 106020655,realtor,https://shchyolkovo.cian.ru/sale/flat/307659664/,Щёлково,sale,flat,2,3,2,49.4,6000000,мкр. Центральный, Шмидта,22,,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308384813/,Щёлково,sale,flat,13,17,2,50.0,9162000,,Центральная ,69,Щёлковская,Солнечный Парк,,
Служба недвижимости Подмосковья,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/308903184/,Щёлково,sale,flat,4,5,2,37.6,4950000,,Краснознаменская ,10а,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308384676/,Щёлково,sale,flat,15,17,2,56.01,10674500,, Строителей,14А,Щёлковская,Солнечный Парк,,
Сергей Макаров,realtor,https://shchyolkovo.cian.ru/sale/flat/307970202/,Щёлково,sale,flat,5,9,2,43.6,5300000,мкр. Заречный,Пролетарский проспект,17,,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308385079/,Щёлково,sale,flat,15,17,2,49.71,8925000,,Полевая ,4А,Гольяново,Дом на Сиреневой,,
ID 123613,unknown,https://shchyolkovo.cian.ru/sale/flat/308402363/,Щёлково,sale,flat,3,20,1,42.8,4900000,, Жегаловская,29,Щёлковская,Новое Жегалово,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308384912/,Щёлково,sale,flat,15,17,2,62.42,8253188,,Фряновское шоссе,13,Гольяново,Солнечная долина,,
ID 8694928,realtor,https://shchyolkovo.cian.ru/sale/flat/306540270/,Щёлково,sale,flat,1,5,1,30.7,3400000,, Беляева,9а,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308385032/,Щёлково,sale,flat,7,17,2,64.73,10225600,,Полевая ,4А,Гольяново,Дом на Сиреневой,,
ID 121819502,homeowner,https://shchyolkovo.cian.ru/sale/flat/307369955/,Щёлково,sale,flat,12,14,1,45.0,6950000,, Чкаловская,1,Щёлковская,Гагаринский,,
ГРАНД,developer,https://shchyolkovo.cian.ru/sale/flat/307648857/,Щёлково,sale,flat,12,17,2,62.27,9215960,,,к7,Железнодорожная,Соболевка ЖК,,
МЭТС,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/308848961/,Щёлково,sale,flat,1,5,1,27.1,3150000,мкр. Щелково-7, Неделина,4,,,,
Наш Город,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/308112059/,Щёлково,sale,flat,11,17,2,67.4,8300000,,,1к2,Щёлковская,Потапово,,
ГРАНД,developer,https://shchyolkovo.cian.ru/sale/flat/307648323/,Щёлково,sale,flat,1,17,1,39.66,5949000,,,к6,Щёлковская,Соболевка ЖК,,
ID 745243,unknown,https://shchyolkovo.cian.ru/sale/flat/308733414/,Щёлково,sale,flat,12,17,1,40.7,6800000,, Радиоцентра № 5,18к1,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308385074/,Щёлково,sale,flat,1,17,2,55.6,9561200,,Полевая ,4А,Гольяново,Дом на Сиреневой,,
Метражи group,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/308960978/,Щёлково,sale,flat,1,5,1,31.2,3400000,, Беляева,49,Щёлковская,,,
ID 5832262,homeowner,https://shchyolkovo.cian.ru/sale/flat/307141354/,Щёлково,sale,flat,5,17,1,47.0,7900000,, Радиоцентра № 5,16,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308385008/,Щёлково,sale,flat,15,17,2,64.7,8459841,,Фряновское шоссе,13,Гольяново,Солнечная долина,,
Наталия  Новикова,realtor,https://shchyolkovo.cian.ru/sale/flat/305644156/,Щёлково,sale,flat,6,17,1,28.6,3800000,Щелково,Фряновское шоссе,13,,Солнечная долина,,
ID 49943116,realtor,https://shchyolkovo.cian.ru/sale/flat/307068758/,Щёлково,sale,flat,4,5,2,43.7,6099999,,Парковая ,11А,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308384701/,Щёлково,sale,flat,13,17,2,69.0,12408000,, Строителей,14А,Щёлковская,Солнечный Парк,,
ПАРТНЁРЫ,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/307094962/,Щёлково,sale,flat,5,5,2,54.6,5300000,мкр. Заречный,Комсомольская ,4,,,,
ГРАНД,developer,https://shchyolkovo.cian.ru/sale/flat/308803570/,Щёлково,sale,flat,3,17,2,58.02,8586960,,,к8,Гольяново,Соболевка ЖК,,
ID 486290,realtor,https://shchyolkovo.cian.ru/sale/flat/304488302/,Щёлково,sale,flat,7,9,1,35.0,4590000,мкр. Щелково-7, Неделина,22,,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308384645/,Щёлково,sale,flat,17,17,2,52.82,10099800,,Центральная ,67,Щёлковская,Солнечный Парк,,
ID 213469,unknown,https://shchyolkovo.cian.ru/sale/flat/299447081/,Щёлково,sale,flat,4,17,1,45.34,6950000,мкр. Дальний Воронок,Центральная ,69,,Солнечный Парк,,
ГРАНД,developer,https://shchyolkovo.cian.ru/sale/flat/307649024/,Щёлково,sale,flat,11,17,2,58.77,9678244,,,к8,Гольяново,Соболевка ЖК,,
Vysotsky Estate,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/308314886/,Щёлково,sale,flat,5,14,2,52.4,5900000,, Гагарина,14,Щёлковская,,,
ID 305150,unknown,https://shchyolkovo.cian.ru/sale/flat/304026469/,Щёлково,sale,flat,6,9,2,51.1,7500000,,Краснознаменская ,3,Щёлковская,,,
ГРАНД,developer,https://shchyolkovo.cian.ru/sale/flat/307648890/,Щёлково,sale,flat,16,17,1,41.83,6274500,,,к7,Железнодорожная,Соболевка ЖК,,
ТСН Владис,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/307259395/,Щёлково,sale,flat,4,5,1,30.7,3800000,, Беляева,16,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/307945908/,Щёлково,sale,flat,13,17,1,40.34,6942600,,Полевая ,4А,Гольяново,Дом на Сиреневой,,
Наш Город,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/305981903/,Щёлково,sale,flat,9,9,1,38.0,4900000,Щелково,Полевая ,11а,,,,
Служба недвижимости Подмосковья,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/308910996/,Щёлково,sale,flat,5,5,2,40.0,6200000,,переулок 1-й Советский,4А,Щёлковская,,,
ГРАНД,developer,https://shchyolkovo.cian.ru/sale/flat/307648813/,Щёлково,sale,flat,6,17,2,62.89,9307720,,,к7,Железнодорожная,Соболевка ЖК,,
Надежда Жвикова,realtor,https://shchyolkovo.cian.ru/sale/flat/307066138/,Щёлково,sale,flat,9,9,1,31.6,4800000,,Пустовская ,14,Щёлковская,,,
Самолет Плюс Мытищи,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/299137140/,Щёлково,sale,flat,12,16,2,61.3,9100000,, Чкаловская,3,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308384833/,Щёлково,sale,flat,11,17,2,73.18,12042800,,Центральная ,69,Щёлковская,Солнечный Парк,,
Наталья Ашурова,realtor,https://shchyolkovo.cian.ru/sale/flat/307655156/,Щёлково,sale,flat,14,16,1,38.0,5500000,,,,,Богородский,,
Полезные Люди,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/308231660/,Щёлково,sale,flat,6,6,2,52.4,5200000,, Беляева,30,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308854556/,Щёлково,sale,flat,8,17,2,61.86,10143600,,Полевая ,4А,Гольяново,Дом на Сиреневой,,
Мир Жилья,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/303592934/,Щёлково,sale,flat,4,5,1,27.2,4150000,, Неделина,2,Комсомольская,,,
ID 78884982,unknown,https://shchyolkovo.cian.ru/sale/flat/305562447/,Щёлково,sale,flat,8,9,1,36.0,5650000,,Советская ,3,Щёлковская,,,
ГРАНД,developer,https://shchyolkovo.cian.ru/sale/flat/307648636/,Щёлково,sale,flat,8,17,1,61.23,9490650,,,к7,Железнодорожная,Соболевка ЖК,,
Сусанна Комарова,realtor,https://shchyolkovo.cian.ru/sale/flat/308416825/,Щёлково,sale,flat,1,14,1,47.7,7500000,,,,,Финский,,
ID 469177,realtor,https://shchyolkovo.cian.ru/sale/flat/298773448/,Щёлково,sale,flat,3,5,1,27.6,3600000,, Институтская,37,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/307945964/,Щёлково,sale,flat,16,17,1,33.34,6296250,,Полевая ,4А,Гольяново,Дом на Сиреневой,,
ИНФИНИТИ,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/305735516/,Щёлково,sale,flat,5,9,2,52.0,5800000,, Неделина,16,Щёлковская,,,
ID 22874374,homeowner,https://shchyolkovo.cian.ru/sale/flat/296084342/,Щёлково,sale,flat,14,17,1,43.5,6300000,, Жегаловская,29к1,Щёлковская,Новое Жегалово,,
ГРАНД,developer,https://shchyolkovo.cian.ru/sale/flat/307648132/,Щёлково,sale,flat,4,17,1,60.5,9377500,,,к6,Щёлковская,Соболевка ЖК,,
ID 26640,realtor,https://shchyolkovo.cian.ru/sale/flat/300007894/,Щёлково,sale,flat,4,5,1,28.0,3750000,, Беляева,9,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/307945931/,Щёлково,sale,flat,13,17,1,45.79,7939000,,Полевая ,4А,Гольяново,Дом на Сиреневой,,
АЛГА,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/306696989/,Щёлково,sale,flat,9,9,2,45.0,5350000,, Жуковского,7,Щёлковская,,,
ID 117458723,homeowner,https://shchyolkovo.cian.ru/sale/flat/303000022/,Щёлково,sale,flat,5,5,-1,42.0,2150000,, Беляева,15,Щёлковская,,,
ГРАНД,developer,https://shchyolkovo.cian.ru/sale/flat/307648961/,Щёлково,sale,flat,15,17,2,62.04,10216747,,,к8,Гольяново,Соболевка ЖК,,
Светлана Антонова,realtor,https://shchyolkovo.cian.ru/sale/flat/308290068/,Щёлково,sale,flat,1,5,2,40.8,5100000,, Комарова,15к3,Щёлковская,,,
ID 14013266,homeowner,https://shchyolkovo.cian.ru/sale/flat/300509663/,Щёлково,sale,flat,2,10,2,52.0,7850000,,Комсомольская ,10А,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308384736/,Щёлково,sale,flat,4,17,2,73.18,11861400,, Строителей,14А,Щёлковская,Солнечный Парк,,
Елена Васильева,realtor,https://shchyolkovo.cian.ru/sale/flat/301959999/,Щёлково,sale,flat,13,17,2,62.8,8777000,,,1к2,Щёлковская,Потапово,,
ID 121423501,homeowner,https://shchyolkovo.cian.ru/sale/flat/306947544/,Щёлково,sale,flat,7,9,1,37.6,5350000,,Комсомольская ,20,Щёлковская,,,
R-invest,developer,https://shchyolkovo.cian.ru/sale/flat/308384836/,Щёлково,sale,flat,11,17,2,74.88,13098600,,Центральная ,69,Щёлковская,Солнечный Парк,,
Оксана Кувшинова,realtor,https://shchyolkovo.cian.ru/sale/flat/307100131/,Щёлково,sale,flat,4,9,2,44.0,7450000,, Жуковского,6,Щёлковская,,,
Городок,real_estate_agent,https://shchyolkovo.cian.ru/sale/flat/306973809/,Щёлково,sale,flat,13,14,1,37.1,4900000,, Гагарина,8,Щёлковская,,,
ГРАНД,developer,https://shchyolkovo.cian.ru/sale/flat/307648977/,Щёлково,sale,flat,1,17,1,45.11,7510815,,,к8,Гольяново,Соболевка ЖК,,
